country;continent;year;lifeExp;pop;gdpPercap
Bolivia;Americas;1992;59,957;6893451;2961,6996940
Bolivia;Americas;1997;62,050;7693188;3326,1431910
Bolivia;Americas;2002;63,883;8445134;3413,2626900
Bolivia;Americas;2007;65,554;9119152;3822,1370840
Bosnia and Herzegovina;Europe;1952;53,820;2791000;973,5331948
Bosnia and Herzegovina;Europe;1957;58,450;3076000;1353,9891760
Bosnia and Herzegovina;Europe;1962;61,930;3349000;1709,6836790
Bosnia and Herzegovina;Europe;1967;64,790;3585000;2172,3524230
Bosnia and Herzegovina;Europe;1972;67,450;3819000;2860,1697500
Bosnia and Herzegovina;Europe;1977;69,860;4086000;3528,4813050
Bosnia and Herzegovina;Europe;1982;70,690;4172693;4126,6131570
Bosnia and Herzegovina;Europe;1987;71,140;4338977;4314,1147570
Bosnia and Herzegovina;Europe;1992;72,178;4256013;2546,7814450
Bosnia and Herzegovina;Europe;1997;73,244;3607000;4766,3559040
Bosnia and Herzegovina;Europe;2002;74,090;4165416;6018,9752390
Bosnia and Herzegovina;Europe;2007;74,852;4552198;7446,2988030
Botswana;Africa;1952;47,622;442308;851,2411407
Botswana;Africa;1957;49,618;474639;918,2325349
Botswana;Africa;1962;51,520;512764;983,6539764
Botswana;Africa;1967;53,298;553541;1214,7092940
Botswana;Africa;1972;56,024;619351;2263,6111140
Botswana;Africa;1977;59,319;781472;3214,8578180
Botswana;Africa;1982;61,484;970347;4551,1421500
Botswana;Africa;1987;63,622;1151184;6205,8838500
Botswana;Africa;1992;62,745;1342614;7954,1116450
Botswana;Africa;1997;52,556;1536536;8647,1423130
Botswana;Africa;2002;46,634;1630347;11003,6050800
Botswana;Africa;2007;50,728;1639131;12569,8517700
Brazil;Americas;1952;50,917;56602560;2108,9443550
Brazil;Americas;1957;53,285;65551171;2487,3659890
Brazil;Americas;1962;55,665;76039390;3336,5858020
Brazil;Americas;1967;57,632;88049823;3429,8643570
Brazil;Americas;1972;59,504;100840058;4985,7114670
Brazil;Americas;1977;61,489;114313951;6660,1186540
Brazil;Americas;1982;63,336;128962939;7030,8358780
Brazil;Americas;1987;65,205;142938076;7807,0958180
Brazil;Americas;1992;67,057;155975974;6950,2830210
Brazil;Americas;1997;69,388;168546719;7957,9808240
Brazil;Americas;2002;71,006;179914212;8131,2128430
Brazil;Americas;2007;72,390;190010647;9065,8008250
Bulgaria;Europe;1952;59,600;7274900;2444,2866480
Bulgaria;Europe;1957;66,610;7651254;3008,6707270
Bulgaria;Europe;1962;69,510;8012946;4254,3378390
Bulgaria;Europe;1967;70,420;8310226;5577,0028000
Bulgaria;Europe;1972;70,900;8576200;6597,4943980
Bulgaria;Europe;1977;70,810;8797022;7612,2404380
Bulgaria;Europe;1982;71,080;8892098;8224,1916470
Bulgaria;Europe;1987;71,340;8971958;8239,8548240
Bulgaria;Europe;1992;71,190;8658506;6302,6234380
Bulgaria;Europe;1997;70,320;8066057;5970,3887600
Bulgaria;Europe;2002;72,140;7661799;7696,7777250
Bulgaria;Europe;2007;73,005;7322858;10680,7928200
Burkina Faso;Africa;1952;31,975;4469979;543,2552413
Burkina Faso;Africa;1957;34,906;4713416;617,1834648
Burkina Faso;Africa;1962;37,814;4919632;722,5120206
Burkina Faso;Africa;1967;40,697;5127935;794,8265597
Burkina Faso;Africa;1972;43,591;5433886;854,7359763
Burkina Faso;Africa;1977;46,137;5889574;743,3870368
Burkina Faso;Africa;1982;48,122;6634596;807,1985855
Burkina Faso;Africa;1987;49,557;7586551;912,0631417
