country,continent,year,lifeExp,pop,gdpPercap
Bosnia and Herzegovina,Europe,1952,53.82,2791000,973.5331948
Bosnia and Herzegovina,Europe,1957,58.45,3076000,1353.989176
Bosnia and Herzegovina,Europe,1962,61.93,3349000,1709.683679
Bosnia and Herzegovina,Europe,1967,64.79,3585000,2172.352423
Bosnia and Herzegovina,Europe,1972,67.45,3819000,2860.16975
Bosnia and Herzegovina,Europe,1977,69.86,4086000,3528.481305
Bosnia and Herzegovina,Europe,1982,70.69,4172693,4126.613157
Bosnia and Herzegovina,Europe,1987,71.14,4338977,4314.114757
Bosnia and Herzegovina,Europe,1992,72.178,4256013,2546.781445
Bosnia and Herzegovina,Europe,1997,73.244,3607000,4766.355904
Bosnia and Herzegovina,Europe,2002,74.09,4165416,6018.975239
Bosnia and Herzegovina,Europe,2007,74.852,4552198,7446.298803
Botswana,Africa,1952,47.622,442308,851.2411407
Botswana,Africa,1957,49.618,474639,918.2325349
Botswana,Africa,1962,51.52,512764,983.6539764
Botswana,Africa,1967,53.298,553541,1214.709294
Botswana,Africa,1972,56.024,619351,2263.611114
Botswana,Africa,1977,59.319,781472,3214.857818
Botswana,Africa,1982,61.484,970347,4551.14215
Botswana,Africa,1987,63.622,1151184,6205.88385
Botswana,Africa,1992,62.745,1342614,7954.111645
Botswana,Africa,1997,52.556,1536536,8647.142313
Botswana,Africa,2002,46.634,1630347,11003.60508
Botswana,Africa,2007,50.728,1639131,12569.85177
Brazil,Americas,1952,50.917,56602560,2108.944355
Brazil,Americas,1957,53.285,65551171,2487.365989
Brazil,Americas,1962,55.665,76039390,3336.585802
Brazil,Americas,1967,57.632,88049823,3429.864357
Brazil,Americas,1972,59.504,100840058,4985.711467
Brazil,Americas,1977,61.489,114313951,6660.118654
Brazil,Americas,1982,63.336,128962939,7030.835878
Brazil,Americas,1987,65.205,142938076,7807.095818
Brazil,Americas,1992,67.057,155975974,6950.283021
Brazil,Americas,1997,69.388,168546719,7957.980824
Brazil,Americas,2002,71.006,179914212,8131.212843
Brazil,Americas,2007,72.39,190010647,9065.800825
Bulgaria,Europe,1952,59.6,7274900,2444.286648
Bulgaria,Europe,1957,66.61,7651254,3008.670727
Bulgaria,Europe,1962,69.51,8012946,4254.337839
Bulgaria,Europe,1967,70.42,8310226,5577.0028
Bulgaria,Europe,1972,70.9,8576200,6597.494398
Bulgaria,Europe,1977,70.81,8797022,7612.240438
Bulgaria,Europe,1982,71.08,8892098,8224.191647
Bulgaria,Europe,1987,71.34,8971958,8239.854824
Bulgaria,Europe,1992,71.19,8658506,6302.623438
Bulgaria,Europe,1997,70.32,8066057,5970.38876
Bulgaria,Europe,2002,72.14,7661799,7696.777725
Bulgaria,Europe,2007,73.005,7322858,10680.79282
Burkina Faso,Africa,1952,31.975,4469979,543.2552413
Burkina Faso,Africa,1957,34.906,4713416,617.1834648
Burkina Faso,Africa,1962,37.814,4919632,722.5120206
Burkina Faso,Africa,1967,40.697,5127935,794.8265597
Burkina Faso,Africa,1972,43.591,5433886,854.7359763
Burkina Faso,Africa,1977,46.137,5889574,743.3870368
Burkina Faso,Africa,1982,48.122,6634596,807.1985855
Burkina Faso,Africa,1987,49.557,7586551,912.0631417
